planet_num,orbit_length,planet_dist,planet_mass,planet_update,planet_name,planet_facility,planet_telescope,planet_instrument
1,9.4060467,907,,2016-05-10,Kepler-1587 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.84931739,658,,2016-05-10,Kepler-1588 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.99166527,1418,,2016-05-10,Kepler-1589 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,10.139623,,,2014-05-14,Kepler-159 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,43.595792,,,2014-05-14,Kepler-159 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.61760804,900,,2016-05-10,Kepler-1590 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.18504949,1090,,2016-05-10,Kepler-1591 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.05710069,1349,,2016-05-10,Kepler-1592 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,174.509835,755,,2016-05-10,Kepler-1593 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.71603809,1100,,2016-05-10,Kepler-1594 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.56380468,841,,2016-05-10,Kepler-1595 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,66.373379,1166,,2016-05-10,Kepler-1596 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.94654179,1255,,2016-05-10,Kepler-1597 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.34195123,734,,2016-05-10,Kepler-1598 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,122.363553,1004,,2016-05-10,Kepler-1599 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,228.776,61,0.333,2014-05-14,Kepler-16 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.309427,,,2014-05-14,Kepler-160 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,13.699087,,,2014-05-14,Kepler-160 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,386.370548,992,,2016-05-10,Kepler-1600 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.20921951,660,,2016-05-10,Kepler-1601 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.17931605,815,,2016-05-10,Kepler-1602 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.27163926,1751,,2016-05-10,Kepler-1603 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.68368426,562,,2016-05-10,Kepler-1604 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,85.7565495,224,,2016-05-10,Kepler-1605 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,196.435224,880,,2016-05-10,Kepler-1606 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,13.6473676,735,,2016-05-10,Kepler-1607 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.4735686,832,,2016-05-10,Kepler-1608 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,114.34219,1483,,2016-05-10,Kepler-1609 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.921355,,,2014-05-14,Kepler-161 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,7.06424,,,2014-05-14,Kepler-161 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.70181574,1063,,2016-05-10,Kepler-1610 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.1762429,686,,2016-05-10,Kepler-1611 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.91795101,837,,2016-05-10,Kepler-1612 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.5184299,855,,2016-05-10,Kepler-1613 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.9466141,982,,2016-05-10,Kepler-1614 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,47.3126192,940,,2016-05-10,Kepler-1615 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.76284377,862,,2016-05-10,Kepler-1616 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,27.4785572,813,,2016-05-10,Kepler-1617 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.10826019,1238,,2016-05-10,Kepler-1618 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,23.6225913,520,,2016-05-10,Kepler-1619 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,6.919798,,,2014-05-14,Kepler-162 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,19.446355,,,2014-05-14,Kepler-162 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,101.951829,773,,2016-05-10,Kepler-1620 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,92.263714,1461,,2016-05-10,Kepler-1621 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.8118737,927,,2016-05-10,Kepler-1622 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.36128348,986,,2016-05-10,Kepler-1623 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.29030452,199,,2016-05-10,Kepler-1624 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,287.378949,1213,,2016-05-10,Kepler-1625 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.13962966,1718,,2016-05-10,Kepler-1626 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.20283653,311,,2016-05-10,Kepler-1627 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,76.378033,352,,2016-05-10,Kepler-1628 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.87595807,390,,2016-05-10,Kepler-1629 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,7.810937,,,2014-05-14,Kepler-163 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,21.347262,,,2014-05-14,Kepler-163 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,509.997402,278,,2016-05-10,Kepler-1630 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.09513932,1190,,2016-05-10,Kepler-1631 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,448.303558,584,,2016-05-10,Kepler-1632 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,186.404271,811,,2016-05-10,Kepler-1633 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,374.876239,654,,2016-05-10,Kepler-1634 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,469.63111,1084,,2016-05-10,Kepler-1635 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,425.47785,1567,,2016-05-10,Kepler-1636 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.10960324,506,,2016-05-10,Kepler-1637 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,259.33683,879,,2016-05-10,Kepler-1638 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,9.878482,1168,,2016-05-10,Kepler-1639 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,5.03503,,,2014-05-14,Kepler-164 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,10.945723,,,2014-05-14,Kepler-164 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,28.986769,,,2014-05-14,Kepler-164 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.5844126,1379,,2016-05-10,Kepler-1640 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,19.672266,961,,2016-05-10,Kepler-1641 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,32.657212,961,,2016-05-10,Kepler-1641 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,12.2057513,447,,2016-05-10,Kepler-1642 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,6.6513802,447,,2016-05-10,Kepler-1642 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.34264507,414,,2016-05-10,Kepler-1643 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,21.0907758,592,,2016-05-10,Kepler-1644 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.1779561,844,,2016-05-10,Kepler-1645 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.48558383,81,,2016-05-10,Kepler-1646 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1107.5923,,1.51968,2016-05-19,Kepler-1647 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.68909,,,2017-04-27,Kepler-1649 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,8.180848,,,2014-05-14,Kepler-165 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,15.31299,,,2014-05-14,Kepler-165 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,7.650254,,,2014-05-14,Kepler-166 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,34.260281,,,2014-05-14,Kepler-166 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,1.55400393,,,2016-05-10,Kepler-166 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,4.3931632,330,,2016-03-10,Kepler-167 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,7.406114,330,,2016-03-10,Kepler-167 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,21.803855,330,,2016-03-10,Kepler-167 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,1071.23228,330,,2016-03-10,Kepler-167 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.425391,,,2014-05-14,Kepler-168 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,13.193242,,,2014-05-14,Kepler-168 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,3.250619,,,2014-05-14,Kepler-169 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,6.195469,,,2014-05-14,Kepler-169 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,8.348125,,,2014-05-14,Kepler-169 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,13.767102,,,2014-05-14,Kepler-169 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,87.090195,,,2014-05-14,Kepler-169 f,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.4857108,800,2.45,2014-05-14,Kepler-17 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,7.930592,,,2014-05-14,Kepler-170 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,16.665863,,,2014-05-14,Kepler-170 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,4.166972,,,2014-05-14,Kepler-171 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,11.463462,,,2014-05-14,Kepler-171 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,39.595519,,,2014-05-14,Kepler-171 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,2.940309,,,2014-05-14,Kepler-172 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,6.388996,,,2014-05-14,Kepler-172 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,14.627119,,,2014-05-14,Kepler-172 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,35.118736,,,2014-05-14,Kepler-172 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.263742,,,2014-05-14,Kepler-173 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,8.005777,,,2014-05-14,Kepler-173 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,13.98179,,,2014-05-14,Kepler-174 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,44.000529,,,2014-05-14,Kepler-174 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,247.35373,,,2014-05-14,Kepler-174 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,11.903515,,,2014-05-14,Kepler-175 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,34.035257,,,2014-05-14,Kepler-175 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,5.433074,,,2014-05-14,Kepler-176 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,12.759712,,,2014-05-14,Kepler-176 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,25.751974,,,2014-05-14,Kepler-176 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,51.16579,,,2016-05-10,Kepler-176 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,36.855,,0.006,2014-05-14,Kepler-177 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,49.412,,0.024,2014-05-14,Kepler-177 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,9.576694,,,2014-05-14,Kepler-178 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,20.552802,,,2014-05-14,Kepler-178 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,96.678988,,,2014-05-14,Kepler-178 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,2.735926,,,2014-05-14,Kepler-179 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,6.40013,,,2014-05-14,Kepler-179 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,3.504725,,0.022,2014-05-14,Kepler-18 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,7.64159,,0.054,2014-05-14,Kepler-18 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,14.85888,,0.052,2014-05-14,Kepler-18 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,13.817124,,,2014-05-14,Kepler-180 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,41.885775,,,2014-05-14,Kepler-180 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,3.137873,,,2014-05-14,Kepler-181 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.302149,,,2014-05-14,Kepler-181 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,9.825792,,,2014-05-14,Kepler-182 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,20.684342,,,2014-05-14,Kepler-182 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,5.687945,,,2014-05-14,Kepler-183 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,11.637071,,,2014-05-14,Kepler-183 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,10.687576,,,2014-05-14,Kepler-184 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,20.303005,,,2014-05-14,Kepler-184 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,29.022358,,,2014-05-14,Kepler-184 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,1.6329,,,2014-05-14,Kepler-185 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,20.729042,,,2014-05-14,Kepler-185 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,3.8867907,172,,2014-05-14,Kepler-186 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,7.267302,172,,2014-05-14,Kepler-186 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,13.342996,172,,2014-05-14,Kepler-186 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,22.407704,172,,2014-05-14,Kepler-186 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,129.9441,172,,2015-01-14,Kepler-186 f,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.938864,,,2014-05-14,Kepler-187 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,10.640263,,,2014-05-14,Kepler-187 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,2.061897,,,2014-05-14,Kepler-188 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,5.996553,,,2014-05-14,Kepler-188 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,10.399931,,,2014-05-14,Kepler-189 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,20.134866,,,2014-05-14,Kepler-189 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,9.28716,2119,0.02643,2017-04-13,Kepler-19 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,28.731,2119,0.04122,2017-04-13,Kepler-19 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,62.95,2119,0.07079,2017-04-13,Kepler-19 d,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph
2,2.019999,,,2014-05-14,Kepler-190 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,3.763024,,,2014-05-14,Kepler-190 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,9.939632,,,2014-05-14,Kepler-191 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,17.738506,,,2014-05-14,Kepler-191 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,5.94504102,,,2016-05-10,Kepler-191 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,9.926746,,,2014-05-14,Kepler-192 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,21.2234,,,2014-05-14,Kepler-192 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,6.47027579,,,2016-05-10,Kepler-192 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,11.38848,,,2014-05-14,Kepler-193 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,50.697494,,,2014-05-14,Kepler-193 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,2.092281,,,2014-05-14,Kepler-194 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,17.308032,,,2014-05-14,Kepler-194 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,52.814973,,,2014-05-14,Kepler-194 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,8.307872,,,2014-05-14,Kepler-195 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,34.096863,,,2014-05-14,Kepler-195 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,20.739886,,,2014-05-14,Kepler-196 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,47.427737,,,2014-05-14,Kepler-196 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,5.599308,,,2014-05-14,Kepler-197 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,10.349695,,,2014-05-14,Kepler-197 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,15.677563,,,2014-05-14,Kepler-197 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,25.209715,,,2014-05-14,Kepler-197 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,17.790037,,,2014-05-14,Kepler-198 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,49.567416,,,2014-05-14,Kepler-198 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,1.31184443,,,2016-05-10,Kepler-198 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,23.637604,,,2014-05-14,Kepler-199 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,67.093408,,,2014-05-14,Kepler-199 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
6,3.69611525,290,0.03052,2017-03-30,Kepler-20 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
6,10.85409089,290,0.04012,2017-03-30,Kepler-20 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
6,77.61130017,290,0.03168,2017-03-30,Kepler-20 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
6,6.09852281,290,,2017-03-30,Kepler-20 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
6,19.57758478,290,,2017-03-30,Kepler-20 f,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
6,34.94,290,0.0628,2017-03-30,Kepler-20 g,Multiple Observatories,Multiple Telescopes,Multiple Instruments
2,8.594805,,,2014-05-14,Kepler-200 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,10.222157,,,2014-05-14,Kepler-200 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,25.672083,,,2014-05-14,Kepler-201 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,151.884058,,,2014-05-14,Kepler-201 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.069427,,,2014-05-14,Kepler-202 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,16.282493,,,2014-05-14,Kepler-202 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,3.162697,,,2014-05-14,Kepler-203 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,5.370647,,,2014-05-14,Kepler-203 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,11.32972,,,2014-05-14,Kepler-203 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,14.400974,,,2014-05-14,Kepler-204 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,25.660593,,,2014-05-14,Kepler-204 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,2.75564,,,2014-05-14,Kepler-205 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,20.306546,,,2014-05-14,Kepler-205 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,7.781987,,,2014-05-14,Kepler-206 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,13.137471,,,2014-05-14,Kepler-206 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,23.44281,,,2014-05-14,Kepler-206 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,1.611865,,,2014-05-14,Kepler-207 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,3.071571,,,2014-05-14,Kepler-207 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,5.868075,,,2014-05-14,Kepler-207 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,4.22864,,,2014-05-14,Kepler-208 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,7.466623,,,2014-05-14,Kepler-208 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,11.131786,,,2014-05-14,Kepler-208 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,16.259458,,,2014-05-14,Kepler-208 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,16.087845,,,2014-05-14,Kepler-209 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,41.749882,,,2014-05-14,Kepler-209 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.78578,113,0.01598,2016-10-06,Kepler-21 b,kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,2.453234,,,2014-05-14,Kepler-210 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,7.972513,,,2014-05-14,Kepler-210 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.138575,,,2014-05-14,Kepler-211 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,6.04045,,,2014-05-14,Kepler-211 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,16.257582,,,2014-05-14,Kepler-212 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,31.805174,,,2014-05-14,Kepler-212 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,2.46236,,,2014-05-14,Kepler-213 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.822962,,,2014-05-14,Kepler-213 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,15.660544,,,2014-05-14,Kepler-214 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,28.7798,,,2014-05-14,Kepler-214 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,9.360672,,,2014-05-14,Kepler-215 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,14.667108,,,2014-05-14,Kepler-215 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,30.864423,,,2014-05-14,Kepler-215 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,68.16101,,,2014-05-14,Kepler-215 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,7.693641,,,2014-05-14,Kepler-216 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,17.406669,,,2014-05-14,Kepler-216 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,5.374943,,,2014-05-14,Kepler-217 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,8.586004,,,2014-05-14,Kepler-217 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,3.88689525,,,2016-05-10,Kepler-217 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,3.619337,,,2014-05-14,Kepler-218 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,44.699576,,,2014-05-14,Kepler-218 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,124.5244647,,,2016-05-10,Kepler-218 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,4.585512,,,2014-05-14,Kepler-219 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,22.714613,,,2014-05-14,Kepler-219 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,47.903645,,,2014-05-14,Kepler-219 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,289.8623,190,0.113,2014-05-14,Kepler-22 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,4.159807,,,2014-05-14,Kepler-220 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,9.034199,,,2014-05-14,Kepler-220 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,28.122397,,,2014-05-14,Kepler-220 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,45.902733,,,2014-05-14,Kepler-220 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,2.795906,,,2014-05-14,Kepler-221 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,5.690586,,,2014-05-14,Kepler-221 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,10.04156,,,2014-05-14,Kepler-221 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,18.369917,,,2014-05-14,Kepler-221 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,3.936981,,,2014-05-14,Kepler-222 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,10.08881,,,2014-05-14,Kepler-222 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,28.081912,,,2014-05-14,Kepler-222 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,7.38449,,0.02328,2016-08-04,Kepler-223 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,9.84564,,0.01605,2016-08-04,Kepler-223 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,14.78869,,0.02517,2016-08-04,Kepler-223 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,19.72567,,0.0151,2016-08-04,Kepler-223 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,3.132924,,,2014-05-14,Kepler-224 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
